date,count_incident,datetime_imported
2023-06-02,4.0,2023-07-09 15:04:27.770878
2023-06-03,4.0,2023-07-09 15:04:27.770878
2023-06-04,1.0,2023-07-09 15:04:27.770878
2023-06-05,2.0,2023-07-09 15:04:27.770878
2023-06-06,9.0,2023-07-09 15:04:27.770878
2023-06-07,9.0,2023-07-09 15:04:27.770878
2023-06-08,5.0,2023-07-09 15:04:27.770878
2023-06-09,9.0,2023-07-09 15:04:27.770878
2023-06-10,5.0,2023-07-09 15:04:27.770878
2023-06-11,1.0,2023-07-09 15:04:27.770878
2023-06-12,10.0,2023-07-09 15:04:27.770878
2023-06-13,3.0,2023-07-09 15:04:27.770878
2023-06-14,7.0,2023-07-09 15:04:27.770878
2023-06-15,3.0,2023-07-09 15:04:27.770878
2023-06-16,7.0,2023-07-09 15:04:27.770878
2023-06-17,3.0,2023-07-09 15:04:27.770878
2023-06-18,2.0,2023-07-09 15:04:27.770878
2023-06-19,10.0,2023-07-09 15:04:27.770878
2023-06-20,7.0,2023-07-09 15:04:27.770878
2023-06-21,9.0,2023-07-09 15:04:27.770878
2023-06-22,10.0,2023-07-09 15:04:27.770878
2023-06-23,3.0,2023-07-09 15:04:27.770878
2023-06-24,2.0,2023-07-09 15:04:27.770878
2023-06-25,4.0,2023-07-09 15:04:27.770878
2023-06-26,11.0,2023-07-09 15:04:27.770878
2023-06-27,4.0,2023-07-09 15:04:27.770878
2023-06-28,12.0,2023-07-09 15:04:27.770878
2023-06-29,2.0,2023-07-09 15:04:27.770878
2023-06-30,5.0,2023-07-09 15:04:27.770878
2023-07-01,3.0,2023-07-09 15:04:27.770878
2023-07-02,1.0,2023-07-09 15:04:27.770878
2023-07-03,8.0,2023-07-09 15:04:27.770878
2023-07-04,13.0,2023-07-09 15:04:27.770878
2023-07-05,5.0,2023-07-09 15:04:27.770878
2023-07-06,5.0,2023-07-09 15:04:27.770878
2023-07-07,1.0,2023-07-09 15:04:27.770878
